#,Question,Iteration,Response
1,Returning damaged goods when the damage was your own fault,77,1
1,Returning damaged goods when the damage was your own fault,78,1
1,Returning damaged goods when the damage was your own fault,79,1
1,Returning damaged goods when the damage was your own fault,80,1
1,Returning damaged goods when the damage was your own fault,81,2
1,Returning damaged goods when the damage was your own fault,82,2
1,Returning damaged goods when the damage was your own fault,83,1
1,Returning damaged goods when the damage was your own fault,84,1
1,Returning damaged goods when the damage was your own fault,85,2
1,Returning damaged goods when the damage was your own fault,86,2
1,Returning damaged goods when the damage was your own fault,87,1
1,Returning damaged goods when the damage was your own fault,88,1
1,Returning damaged goods when the damage was your own fault,89,1
1,Returning damaged goods when the damage was your own fault,90,1
1,Returning damaged goods when the damage was your own fault,91,1
1,Returning damaged goods when the damage was your own fault,92,1
1,Returning damaged goods when the damage was your own fault,93,1
1,Returning damaged goods when the damage was your own fault,94,1
1,Returning damaged goods when the damage was your own fault,95,1
1,Returning damaged goods when the damage was your own fault,96,3
1,Returning damaged goods when the damage was your own fault,97,1
1,Returning damaged goods when the damage was your own fault,98,1
1,Returning damaged goods when the damage was your own fault,99,1
2,Giving misleading price information to a clerk for an unpriced item,0,1
2,Giving misleading price information to a clerk for an unpriced item,1,1
2,Giving misleading price information to a clerk for an unpriced item,2,1
2,Giving misleading price information to a clerk for an unpriced item,3,1
2,Giving misleading price information to a clerk for an unpriced item,4,1
2,Giving misleading price information to a clerk for an unpriced item,5,1
2,Giving misleading price information to a clerk for an unpriced item,6,1
2,Giving misleading price information to a clerk for an unpriced item,7,1
2,Giving misleading price information to a clerk for an unpriced item,8,1
2,Giving misleading price information to a clerk for an unpriced item,9,1
2,Giving misleading price information to a clerk for an unpriced item,10,1
2,Giving misleading price information to a clerk for an unpriced item,11,1
2,Giving misleading price information to a clerk for an unpriced item,12,1
2,Giving misleading price information to a clerk for an unpriced item,13,1
2,Giving misleading price information to a clerk for an unpriced item,14,1
2,Giving misleading price information to a clerk for an unpriced item,15,1
2,Giving misleading price information to a clerk for an unpriced item,16,1
2,Giving misleading price information to a clerk for an unpriced item,17,1
2,Giving misleading price information to a clerk for an unpriced item,18,1
2,Giving misleading price information to a clerk for an unpriced item,19,1
2,Giving misleading price information to a clerk for an unpriced item,20,1
2,Giving misleading price information to a clerk for an unpriced item,21,1
2,Giving misleading price information to a clerk for an unpriced item,22,1
2,Giving misleading price information to a clerk for an unpriced item,23,1
2,Giving misleading price information to a clerk for an unpriced item,24,1
2,Giving misleading price information to a clerk for an unpriced item,25,1
2,Giving misleading price information to a clerk for an unpriced item,26,1
2,Giving misleading price information to a clerk for an unpriced item,27,1
2,Giving misleading price information to a clerk for an unpriced item,28,1
2,Giving misleading price information to a clerk for an unpriced item,29,1
2,Giving misleading price information to a clerk for an unpriced item,30,1
2,Giving misleading price information to a clerk for an unpriced item,31,1
2,Giving misleading price information to a clerk for an unpriced item,32,1
2,Giving misleading price information to a clerk for an unpriced item,33,1
2,Giving misleading price information to a clerk for an unpriced item,34,1
2,Giving misleading price information to a clerk for an unpriced item,35,1
2,Giving misleading price information to a clerk for an unpriced item,36,1
2,Giving misleading price information to a clerk for an unpriced item,37,1
2,Giving misleading price information to a clerk for an unpriced item,38,1
2,Giving misleading price information to a clerk for an unpriced item,39,1
2,Giving misleading price information to a clerk for an unpriced item,40,1
2,Giving misleading price information to a clerk for an unpriced item,41,1
2,Giving misleading price information to a clerk for an unpriced item,42,1
2,Giving misleading price information to a clerk for an unpriced item,43,1
2,Giving misleading price information to a clerk for an unpriced item,44,1
2,Giving misleading price information to a clerk for an unpriced item,45,1
2,Giving misleading price information to a clerk for an unpriced item,46,1
2,Giving misleading price information to a clerk for an unpriced item,47,1
2,Giving misleading price information to a clerk for an unpriced item,48,1
2,Giving misleading price information to a clerk for an unpriced item,49,1
2,Giving misleading price information to a clerk for an unpriced item,50,1
2,Giving misleading price information to a clerk for an unpriced item,51,1
2,Giving misleading price information to a clerk for an unpriced item,52,1
2,Giving misleading price information to a clerk for an unpriced item,53,1
2,Giving misleading price information to a clerk for an unpriced item,54,2
2,Giving misleading price information to a clerk for an unpriced item,55,1
2,Giving misleading price information to a clerk for an unpriced item,56,1
2,Giving misleading price information to a clerk for an unpriced item,57,1
2,Giving misleading price information to a clerk for an unpriced item,58,1
2,Giving misleading price information to a clerk for an unpriced item,59,1
2,Giving misleading price information to a clerk for an unpriced item,60,1
2,Giving misleading price information to a clerk for an unpriced item,61,1
2,Giving misleading price information to a clerk for an unpriced item,62,1
2,Giving misleading price information to a clerk for an unpriced item,63,1
2,Giving misleading price information to a clerk for an unpriced item,64,2
2,Giving misleading price information to a clerk for an unpriced item,65,1
2,Giving misleading price information to a clerk for an unpriced item,66,1
2,Giving misleading price information to a clerk for an unpriced item,67,1
2,Giving misleading price information to a clerk for an unpriced item,68,1
2,Giving misleading price information to a clerk for an unpriced item,69,1
2,Giving misleading price information to a clerk for an unpriced item,70,1
2,Giving misleading price information to a clerk for an unpriced item,71,1
2,Giving misleading price information to a clerk for an unpriced item,72,1
2,Giving misleading price information to a clerk for an unpriced item,73,1
2,Giving misleading price information to a clerk for an unpriced item,74,1
2,Giving misleading price information to a clerk for an unpriced item,75,1
2,Giving misleading price information to a clerk for an unpriced item,76,2
2,Giving misleading price information to a clerk for an unpriced item,77,1
2,Giving misleading price information to a clerk for an unpriced item,78,1
2,Giving misleading price information to a clerk for an unpriced item,79,1
2,Giving misleading price information to a clerk for an unpriced item,80,1
2,Giving misleading price information to a clerk for an unpriced item,81,1
2,Giving misleading price information to a clerk for an unpriced item,82,1
2,Giving misleading price information to a clerk for an unpriced item,83,1
2,Giving misleading price information to a clerk for an unpriced item,84,1
2,Giving misleading price information to a clerk for an unpriced item,85,1
2,Giving misleading price information to a clerk for an unpriced item,86,1
2,Giving misleading price information to a clerk for an unpriced item,87,3
2,Giving misleading price information to a clerk for an unpriced item,88,1
2,Giving misleading price information to a clerk for an unpriced item,89,1
2,Giving misleading price information to a clerk for an unpriced item,90,1
2,Giving misleading price information to a clerk for an unpriced item,91,1
2,Giving misleading price information to a clerk for an unpriced item,92,1
2,Giving misleading price information to a clerk for an unpriced item,93,1
2,Giving misleading price information to a clerk for an unpriced item,94,1
2,Giving misleading price information to a clerk for an unpriced item,95,1
2,Giving misleading price information to a clerk for an unpriced item,96,1
2,Giving misleading price information to a clerk for an unpriced item,97,1
2,Giving misleading price information to a clerk for an unpriced item,98,1
2,Giving misleading price information to a clerk for an unpriced item,99,1
3,Using a long distance access code that does not belong to you,0,1
3,Using a long distance access code that does not belong to you,1,1
3,Using a long distance access code that does not belong to you,2,1
3,Using a long distance access code that does not belong to you,3,1
3,Using a long distance access code that does not belong to you,4,1
3,Using a long distance access code that does not belong to you,5,1
3,Using a long distance access code that does not belong to you,6,1
3,Using a long distance access code that does not belong to you,7,1
3,Using a long distance access code that does not belong to you,8,1
3,Using a long distance access code that does not belong to you,9,1
3,Using a long distance access code that does not belong to you,10,1
3,Using a long distance access code that does not belong to you,11,1
3,Using a long distance access code that does not belong to you,12,1
3,Using a long distance access code that does not belong to you,13,1
3,Using a long distance access code that does not belong to you,14,1
3,Using a long distance access code that does not belong to you,15,1
3,Using a long distance access code that does not belong to you,16,1
3,Using a long distance access code that does not belong to you,17,1
3,Using a long distance access code that does not belong to you,18,1
3,Using a long distance access code that does not belong to you,19,1
3,Using a long distance access code that does not belong to you,20,1
3,Using a long distance access code that does not belong to you,21,1
3,Using a long distance access code that does not belong to you,22,1
3,Using a long distance access code that does not belong to you,23,1
3,Using a long distance access code that does not belong to you,24,1
3,Using a long distance access code that does not belong to you,25,1
3,Using a long distance access code that does not belong to you,26,1
3,Using a long distance access code that does not belong to you,27,1
3,Using a long distance access code that does not belong to you,28,1
3,Using a long distance access code that does not belong to you,29,1
3,Using a long distance access code that does not belong to you,30,1
3,Using a long distance access code that does not belong to you,31,1
3,Using a long distance access code that does not belong to you,32,1
3,Using a long distance access code that does not belong to you,33,1
3,Using a long distance access code that does not belong to you,34,1
3,Using a long distance access code that does not belong to you,35,1
3,Using a long distance access code that does not belong to you,36,1
3,Using a long distance access code that does not belong to you,37,1
3,Using a long distance access code that does not belong to you,38,1
3,Using a long distance access code that does not belong to you,39,1
3,Using a long distance access code that does not belong to you,40,1
3,Using a long distance access code that does not belong to you,41,1
3,Using a long distance access code that does not belong to you,42,1
3,Using a long distance access code that does not belong to you,43,1
3,Using a long distance access code that does not belong to you,44,1
3,Using a long distance access code that does not belong to you,45,1
3,Using a long distance access code that does not belong to you,46,1
3,Using a long distance access code that does not belong to you,47,1
3,Using a long distance access code that does not belong to you,48,1
3,Using a long distance access code that does not belong to you,49,1
3,Using a long distance access code that does not belong to you,50,1
3,Using a long distance access code that does not belong to you,51,1
3,Using a long distance access code that does not belong to you,52,1
3,Using a long distance access code that does not belong to you,53,1
3,Using a long distance access code that does not belong to you,54,1
3,Using a long distance access code that does not belong to you,55,1
3,Using a long distance access code that does not belong to you,56,1
3,Using a long distance access code that does not belong to you,57,1
3,Using a long distance access code that does not belong to you,58,1
3,Using a long distance access code that does not belong to you,59,1
3,Using a long distance access code that does not belong to you,60,1
3,Using a long distance access code that does not belong to you,61,1
3,Using a long distance access code that does not belong to you,62,1
3,Using a long distance access code that does not belong to you,63,1
3,Using a long distance access code that does not belong to you,64,1
3,Using a long distance access code that does not belong to you,65,1
3,Using a long distance access code that does not belong to you,66,1
3,Using a long distance access code that does not belong to you,67,1
3,Using a long distance access code that does not belong to you,68,1
3,Using a long distance access code that does not belong to you,69,1
3,Using a long distance access code that does not belong to you,70,1
3,Using a long distance access code that does not belong to you,71,1
3,Using a long distance access code that does not belong to you,72,1
3,Using a long distance access code that does not belong to you,73,1
3,Using a long distance access code that does not belong to you,74,1
3,Using a long distance access code that does not belong to you,75,1
3,Using a long distance access code that does not belong to you,76,1
3,Using a long distance access code that does not belong to you,77,1
3,Using a long distance access code that does not belong to you,78,1
3,Using a long distance access code that does not belong to you,79,1
3,Using a long distance access code that does not belong to you,80,1
3,Using a long distance access code that does not belong to you,81,1
3,Using a long distance access code that does not belong to you,82,1
3,Using a long distance access code that does not belong to you,83,1
3,Using a long distance access code that does not belong to you,84,1
3,Using a long distance access code that does not belong to you,85,1
3,Using a long distance access code that does not belong to you,86,1
3,Using a long distance access code that does not belong to you,87,1
3,Using a long distance access code that does not belong to you,88,1
3,Using a long distance access code that does not belong to you,89,1
3,Using a long distance access code that does not belong to you,90,1
3,Using a long distance access code that does not belong to you,91,1
3,Using a long distance access code that does not belong to you,92,1
3,Using a long distance access code that does not belong to you,93,1
3,Using a long distance access code that does not belong to you,94,1
3,Using a long distance access code that does not belong to you,95,1
3,Using a long distance access code that does not belong to you,96,1
3,Using a long distance access code that does not belong to you,97,1
3,Using a long distance access code that does not belong to you,98,1
3,Using a long distance access code that does not belong to you,99,1
4,Drinking a can of soda in a store without paying for it,0,1
4,Drinking a can of soda in a store without paying for it,1,1
4,Drinking a can of soda in a store without paying for it,2,1
4,Drinking a can of soda in a store without paying for it,3,1
4,Drinking a can of soda in a store without paying for it,4,1
4,Drinking a can of soda in a store without paying for it,5,1
4,Drinking a can of soda in a store without paying for it,6,1
4,Drinking a can of soda in a store without paying for it,7,1
4,Drinking a can of soda in a store without paying for it,8,1
4,Drinking a can of soda in a store without paying for it,9,1
4,Drinking a can of soda in a store without paying for it,10,1
4,Drinking a can of soda in a store without paying for it,11,1
4,Drinking a can of soda in a store without paying for it,12,1
4,Drinking a can of soda in a store without paying for it,13,1
4,Drinking a can of soda in a store without paying for it,14,1
4,Drinking a can of soda in a store without paying for it,15,1
4,Drinking a can of soda in a store without paying for it,16,1
4,Drinking a can of soda in a store without paying for it,17,1
4,Drinking a can of soda in a store without paying for it,18,1
4,Drinking a can of soda in a store without paying for it,19,1
4,Drinking a can of soda in a store without paying for it,20,1
4,Drinking a can of soda in a store without paying for it,21,1
4,Drinking a can of soda in a store without paying for it,22,1
4,Drinking a can of soda in a store without paying for it,23,1
4,Drinking a can of soda in a store without paying for it,24,1
4,Drinking a can of soda in a store without paying for it,25,1
4,Drinking a can of soda in a store without paying for it,26,1
4,Drinking a can of soda in a store without paying for it,27,1
4,Drinking a can of soda in a store without paying for it,28,1
4,Drinking a can of soda in a store without paying for it,29,1
4,Drinking a can of soda in a store without paying for it,30,1
4,Drinking a can of soda in a store without paying for it,31,1
4,Drinking a can of soda in a store without paying for it,32,1
4,Drinking a can of soda in a store without paying for it,33,1
4,Drinking a can of soda in a store without paying for it,34,1
4,Drinking a can of soda in a store without paying for it,35,1
4,Drinking a can of soda in a store without paying for it,36,1
4,Drinking a can of soda in a store without paying for it,37,1
4,Drinking a can of soda in a store without paying for it,38,1
4,Drinking a can of soda in a store without paying for it,39,1
4,Drinking a can of soda in a store without paying for it,40,1
4,Drinking a can of soda in a store without paying for it,41,1
4,Drinking a can of soda in a store without paying for it,42,1
4,Drinking a can of soda in a store without paying for it,43,1
4,Drinking a can of soda in a store without paying for it,44,1
4,Drinking a can of soda in a store without paying for it,45,1
4,Drinking a can of soda in a store without paying for it,46,1
4,Drinking a can of soda in a store without paying for it,47,1
4,Drinking a can of soda in a store without paying for it,48,1
4,Drinking a can of soda in a store without paying for it,49,1
4,Drinking a can of soda in a store without paying for it,50,1
4,Drinking a can of soda in a store without paying for it,51,1
4,Drinking a can of soda in a store without paying for it,52,1
4,Drinking a can of soda in a store without paying for it,53,1
4,Drinking a can of soda in a store without paying for it,54,1
4,Drinking a can of soda in a store without paying for it,55,1
4,Drinking a can of soda in a store without paying for it,56,1
4,Drinking a can of soda in a store without paying for it,57,1
4,Drinking a can of soda in a store without paying for it,58,1
4,Drinking a can of soda in a store without paying for it,59,1
4,Drinking a can of soda in a store without paying for it,60,1
4,Drinking a can of soda in a store without paying for it,61,1
4,Drinking a can of soda in a store without paying for it,62,1
4,Drinking a can of soda in a store without paying for it,63,1
4,Drinking a can of soda in a store without paying for it,64,1
4,Drinking a can of soda in a store without paying for it,65,1
4,Drinking a can of soda in a store without paying for it,66,1
4,Drinking a can of soda in a store without paying for it,67,1
4,Drinking a can of soda in a store without paying for it,68,1
4,Drinking a can of soda in a store without paying for it,69,1
4,Drinking a can of soda in a store without paying for it,70,1
4,Drinking a can of soda in a store without paying for it,71,1
4,Drinking a can of soda in a store without paying for it,72,1
4,Drinking a can of soda in a store without paying for it,73,1
4,Drinking a can of soda in a store without paying for it,74,1
4,Drinking a can of soda in a store without paying for it,75,1
4,Drinking a can of soda in a store without paying for it,76,1
4,Drinking a can of soda in a store without paying for it,77,1
4,Drinking a can of soda in a store without paying for it,78,1
4,Drinking a can of soda in a store without paying for it,79,1
4,Drinking a can of soda in a store without paying for it,80,1
4,Drinking a can of soda in a store without paying for it,81,1
4,Drinking a can of soda in a store without paying for it,82,1
4,Drinking a can of soda in a store without paying for it,83,1
4,Drinking a can of soda in a store without paying for it,84,1
4,Drinking a can of soda in a store without paying for it,85,1
4,Drinking a can of soda in a store without paying for it,86,1
4,Drinking a can of soda in a store without paying for it,87,1
4,Drinking a can of soda in a store without paying for it,88,1
4,Drinking a can of soda in a store without paying for it,89,1
4,Drinking a can of soda in a store without paying for it,90,1
4,Drinking a can of soda in a store without paying for it,91,1
4,Drinking a can of soda in a store without paying for it,92,1
4,Drinking a can of soda in a store without paying for it,93,1
4,Drinking a can of soda in a store without paying for it,94,1
4,Drinking a can of soda in a store without paying for it,95,1
4,Drinking a can of soda in a store without paying for it,96,1
4,Drinking a can of soda in a store without paying for it,97,1
4,Drinking a can of soda in a store without paying for it,98,1
4,Drinking a can of soda in a store without paying for it,99,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",0,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",1,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",2,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",3,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",4,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",5,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",6,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",7,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",8,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",9,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",10,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",11,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",12,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",13,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",14,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",15,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",16,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",17,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",18,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",19,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",20,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",21,2
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",22,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",23,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",24,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",25,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",26,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",27,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",28,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",29,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",30,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",31,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",32,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",33,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",34,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",35,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",36,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",37,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",38,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",39,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",40,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",41,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",42,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",43,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",44,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",45,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",46,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",47,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",48,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",49,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",50,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",51,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",52,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",53,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",54,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",55,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",56,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",57,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",58,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",59,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",60,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",61,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",62,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",63,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",64,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",65,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",66,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",67,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",68,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",69,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",70,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",71,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",72,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",73,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",74,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",75,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",76,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",77,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",78,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",79,2
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",80,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",81,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",82,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",83,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",84,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",85,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",86,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",87,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",88,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",89,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",90,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",91,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",92,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",93,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",94,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",95,2
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",96,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",97,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",98,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the insurance money",99,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",0,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",1,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",2,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",3,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",4,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",5,1
6,"Moving into a residence, finding that the cable TV is still hooked up, and using it without paying for it",6,1
