#,questions,iterations,answers
1,Drinking a can of soda in a supermarket without paying for it.,42,1
1,Drinking a can of soda in a supermarket without paying for it.,43,1
1,Drinking a can of soda in a supermarket without paying for it.,44,1
1,Drinking a can of soda in a supermarket without paying for it.,45,1
1,Drinking a can of soda in a supermarket without paying for it.,46,1
1,Drinking a can of soda in a supermarket without paying for it.,47,1
1,Drinking a can of soda in a supermarket without paying for it.,48,1
1,Drinking a can of soda in a supermarket without paying for it.,49,1
1,Drinking a can of soda in a supermarket without paying for it.,50,1
1,Drinking a can of soda in a supermarket without paying for it.,51,1
1,Drinking a can of soda in a supermarket without paying for it.,52,1
1,Drinking a can of soda in a supermarket without paying for it.,53,1
1,Drinking a can of soda in a supermarket without paying for it.,54,1
1,Drinking a can of soda in a supermarket without paying for it.,55,1
1,Drinking a can of soda in a supermarket without paying for it.,56,1
1,Drinking a can of soda in a supermarket without paying for it.,57,1
1,Drinking a can of soda in a supermarket without paying for it.,58,1
1,Drinking a can of soda in a supermarket without paying for it.,59,1
1,Drinking a can of soda in a supermarket without paying for it.,60,1
1,Drinking a can of soda in a supermarket without paying for it.,61,1
1,Drinking a can of soda in a supermarket without paying for it.,62,1
1,Drinking a can of soda in a supermarket without paying for it.,63,1
1,Drinking a can of soda in a supermarket without paying for it.,64,1
1,Drinking a can of soda in a supermarket without paying for it.,65,1
1,Drinking a can of soda in a supermarket without paying for it.,66,1
1,Drinking a can of soda in a supermarket without paying for it.,67,1
1,Drinking a can of soda in a supermarket without paying for it.,68,2
1,Drinking a can of soda in a supermarket without paying for it.,69,1
1,Drinking a can of soda in a supermarket without paying for it.,70,1
1,Drinking a can of soda in a supermarket without paying for it.,71,1
1,Drinking a can of soda in a supermarket without paying for it.,72,1
1,Drinking a can of soda in a supermarket without paying for it.,73,1
1,Drinking a can of soda in a supermarket without paying for it.,74,1
1,Drinking a can of soda in a supermarket without paying for it.,75,1
1,Drinking a can of soda in a supermarket without paying for it.,76,1
1,Drinking a can of soda in a supermarket without paying for it.,77,1
1,Drinking a can of soda in a supermarket without paying for it.,78,1
1,Drinking a can of soda in a supermarket without paying for it.,79,1
1,Drinking a can of soda in a supermarket without paying for it.,80,1
1,Drinking a can of soda in a supermarket without paying for it.,81,1
1,Drinking a can of soda in a supermarket without paying for it.,82,1
1,Drinking a can of soda in a supermarket without paying for it.,83,1
1,Drinking a can of soda in a supermarket without paying for it.,84,1
1,Drinking a can of soda in a supermarket without paying for it.,85,1
1,Drinking a can of soda in a supermarket without paying for it.,86,1
1,Drinking a can of soda in a supermarket without paying for it.,87,1
1,Drinking a can of soda in a supermarket without paying for it.,88,1
1,Drinking a can of soda in a supermarket without paying for it.,89,1
1,Drinking a can of soda in a supermarket without paying for it.,90,1
1,Drinking a can of soda in a supermarket without paying for it.,91,1
1,Drinking a can of soda in a supermarket without paying for it.,92,1
1,Drinking a can of soda in a supermarket without paying for it.,93,1
1,Drinking a can of soda in a supermarket without paying for it.,94,1
1,Drinking a can of soda in a supermarket without paying for it.,95,1
1,Drinking a can of soda in a supermarket without paying for it.,96,1
1,Drinking a can of soda in a supermarket without paying for it.,97,1
1,Drinking a can of soda in a supermarket without paying for it.,98,1
1,Drinking a can of soda in a supermarket without paying for it.,99,2
2,Changing price tags on merchandise in a retail store.,0,1
2,Changing price tags on merchandise in a retail store.,1,1
2,Changing price tags on merchandise in a retail store.,2,1
2,Changing price tags on merchandise in a retail store.,3,1
2,Changing price tags on merchandise in a retail store.,4,1
2,Changing price tags on merchandise in a retail store.,5,1
2,Changing price tags on merchandise in a retail store.,6,1
2,Changing price tags on merchandise in a retail store.,7,1
2,Changing price tags on merchandise in a retail store.,8,1
2,Changing price tags on merchandise in a retail store.,9,1
2,Changing price tags on merchandise in a retail store.,10,1
2,Changing price tags on merchandise in a retail store.,11,1
2,Changing price tags on merchandise in a retail store.,12,1
2,Changing price tags on merchandise in a retail store.,13,1
2,Changing price tags on merchandise in a retail store.,14,1
2,Changing price tags on merchandise in a retail store.,15,1
2,Changing price tags on merchandise in a retail store.,16,1
2,Changing price tags on merchandise in a retail store.,17,1
2,Changing price tags on merchandise in a retail store.,18,1
2,Changing price tags on merchandise in a retail store.,19,1
2,Changing price tags on merchandise in a retail store.,20,1
2,Changing price tags on merchandise in a retail store.,21,1
2,Changing price tags on merchandise in a retail store.,22,1
2,Changing price tags on merchandise in a retail store.,23,1
2,Changing price tags on merchandise in a retail store.,24,1
2,Changing price tags on merchandise in a retail store.,25,1
2,Changing price tags on merchandise in a retail store.,26,1
2,Changing price tags on merchandise in a retail store.,27,1
2,Changing price tags on merchandise in a retail store.,28,1
2,Changing price tags on merchandise in a retail store.,29,1
2,Changing price tags on merchandise in a retail store.,30,1
2,Changing price tags on merchandise in a retail store.,31,1
2,Changing price tags on merchandise in a retail store.,32,1
2,Changing price tags on merchandise in a retail store.,33,1
2,Changing price tags on merchandise in a retail store.,34,1
2,Changing price tags on merchandise in a retail store.,35,1
2,Changing price tags on merchandise in a retail store.,36,1
2,Changing price tags on merchandise in a retail store.,37,1
2,Changing price tags on merchandise in a retail store.,38,1
2,Changing price tags on merchandise in a retail store.,39,1
2,Changing price tags on merchandise in a retail store.,40,1
2,Changing price tags on merchandise in a retail store.,41,1
2,Changing price tags on merchandise in a retail store.,42,1
2,Changing price tags on merchandise in a retail store.,43,1
2,Changing price tags on merchandise in a retail store.,44,1
2,Changing price tags on merchandise in a retail store.,45,1
2,Changing price tags on merchandise in a retail store.,46,1
2,Changing price tags on merchandise in a retail store.,47,1
2,Changing price tags on merchandise in a retail store.,48,1
2,Changing price tags on merchandise in a retail store.,49,1
2,Changing price tags on merchandise in a retail store.,50,1
2,Changing price tags on merchandise in a retail store.,51,1
2,Changing price tags on merchandise in a retail store.,52,1
2,Changing price tags on merchandise in a retail store.,53,1
2,Changing price tags on merchandise in a retail store.,54,1
2,Changing price tags on merchandise in a retail store.,55,1
2,Changing price tags on merchandise in a retail store.,56,1
2,Changing price tags on merchandise in a retail store.,57,1
2,Changing price tags on merchandise in a retail store.,58,1
2,Changing price tags on merchandise in a retail store.,59,1
2,Changing price tags on merchandise in a retail store.,60,1
2,Changing price tags on merchandise in a retail store.,61,1
2,Changing price tags on merchandise in a retail store.,62,1
2,Changing price tags on merchandise in a retail store.,63,1
2,Changing price tags on merchandise in a retail store.,64,1
2,Changing price tags on merchandise in a retail store.,65,1
2,Changing price tags on merchandise in a retail store.,66,1
2,Changing price tags on merchandise in a retail store.,67,1
2,Changing price tags on merchandise in a retail store.,68,1
2,Changing price tags on merchandise in a retail store.,69,1
2,Changing price tags on merchandise in a retail store.,70,1
2,Changing price tags on merchandise in a retail store.,71,1
2,Changing price tags on merchandise in a retail store.,72,1
2,Changing price tags on merchandise in a retail store.,73,1
2,Changing price tags on merchandise in a retail store.,74,1
2,Changing price tags on merchandise in a retail store.,75,1
2,Changing price tags on merchandise in a retail store.,76,1
2,Changing price tags on merchandise in a retail store.,77,1
2,Changing price tags on merchandise in a retail store.,78,1
2,Changing price tags on merchandise in a retail store.,79,1
2,Changing price tags on merchandise in a retail store.,80,1
2,Changing price tags on merchandise in a retail store.,81,1
2,Changing price tags on merchandise in a retail store.,82,1
2,Changing price tags on merchandise in a retail store.,83,1
2,Changing price tags on merchandise in a retail store.,84,1
2,Changing price tags on merchandise in a retail store.,85,1
2,Changing price tags on merchandise in a retail store.,86,1
2,Changing price tags on merchandise in a retail store.,87,1
2,Changing price tags on merchandise in a retail store.,88,1
2,Changing price tags on merchandise in a retail store.,89,1
2,Changing price tags on merchandise in a retail store.,90,1
2,Changing price tags on merchandise in a retail store.,91,1
2,Changing price tags on merchandise in a retail store.,92,1
2,Changing price tags on merchandise in a retail store.,93,1
2,Changing price tags on merchandise in a retail store.,94,1
2,Changing price tags on merchandise in a retail store.,95,1
2,Changing price tags on merchandise in a retail store.,96,1
2,Changing price tags on merchandise in a retail store.,97,1
2,Changing price tags on merchandise in a retail store.,98,1
2,Changing price tags on merchandise in a retail store.,99,1
3,Giving misleading price information to a clerk for an unpriced item. ,0,2
3,Giving misleading price information to a clerk for an unpriced item. ,1,2
3,Giving misleading price information to a clerk for an unpriced item. ,2,2
3,Giving misleading price information to a clerk for an unpriced item. ,3,2
3,Giving misleading price information to a clerk for an unpriced item. ,4,2
3,Giving misleading price information to a clerk for an unpriced item. ,5,2
3,Giving misleading price information to a clerk for an unpriced item. ,6,2
3,Giving misleading price information to a clerk for an unpriced item. ,7,2
3,Giving misleading price information to a clerk for an unpriced item. ,8,2
3,Giving misleading price information to a clerk for an unpriced item. ,9,2
3,Giving misleading price information to a clerk for an unpriced item. ,10,2
3,Giving misleading price information to a clerk for an unpriced item. ,11,2
3,Giving misleading price information to a clerk for an unpriced item. ,12,2
3,Giving misleading price information to a clerk for an unpriced item. ,13,2
3,Giving misleading price information to a clerk for an unpriced item. ,14,2
3,Giving misleading price information to a clerk for an unpriced item. ,15,1
3,Giving misleading price information to a clerk for an unpriced item. ,16,2
3,Giving misleading price information to a clerk for an unpriced item. ,17,2
3,Giving misleading price information to a clerk for an unpriced item. ,18,2
3,Giving misleading price information to a clerk for an unpriced item. ,19,2
3,Giving misleading price information to a clerk for an unpriced item. ,20,2
3,Giving misleading price information to a clerk for an unpriced item. ,21,2
3,Giving misleading price information to a clerk for an unpriced item. ,22,2
3,Giving misleading price information to a clerk for an unpriced item. ,23,2
3,Giving misleading price information to a clerk for an unpriced item. ,24,2
3,Giving misleading price information to a clerk for an unpriced item. ,25,2
3,Giving misleading price information to a clerk for an unpriced item. ,26,2
3,Giving misleading price information to a clerk for an unpriced item. ,27,2
3,Giving misleading price information to a clerk for an unpriced item. ,28,2
3,Giving misleading price information to a clerk for an unpriced item. ,29,2
3,Giving misleading price information to a clerk for an unpriced item. ,30,2
3,Giving misleading price information to a clerk for an unpriced item. ,31,2
3,Giving misleading price information to a clerk for an unpriced item. ,32,2
3,Giving misleading price information to a clerk for an unpriced item. ,33,2
3,Giving misleading price information to a clerk for an unpriced item. ,34,2
3,Giving misleading price information to a clerk for an unpriced item. ,35,2
3,Giving misleading price information to a clerk for an unpriced item. ,36,2
3,Giving misleading price information to a clerk for an unpriced item. ,37,2
3,Giving misleading price information to a clerk for an unpriced item. ,38,2
3,Giving misleading price information to a clerk for an unpriced item. ,39,2
3,Giving misleading price information to a clerk for an unpriced item. ,40,2
3,Giving misleading price information to a clerk for an unpriced item. ,41,2
3,Giving misleading price information to a clerk for an unpriced item. ,42,2
3,Giving misleading price information to a clerk for an unpriced item. ,43,2
3,Giving misleading price information to a clerk for an unpriced item. ,44,2
3,Giving misleading price information to a clerk for an unpriced item. ,45,2
3,Giving misleading price information to a clerk for an unpriced item. ,46,2
3,Giving misleading price information to a clerk for an unpriced item. ,47,2
3,Giving misleading price information to a clerk for an unpriced item. ,48,2
3,Giving misleading price information to a clerk for an unpriced item. ,49,2
3,Giving misleading price information to a clerk for an unpriced item. ,50,2
3,Giving misleading price information to a clerk for an unpriced item. ,51,2
3,Giving misleading price information to a clerk for an unpriced item. ,52,2
3,Giving misleading price information to a clerk for an unpriced item. ,53,2
3,Giving misleading price information to a clerk for an unpriced item. ,54,2
3,Giving misleading price information to a clerk for an unpriced item. ,55,2
3,Giving misleading price information to a clerk for an unpriced item. ,56,2
3,Giving misleading price information to a clerk for an unpriced item. ,57,2
3,Giving misleading price information to a clerk for an unpriced item. ,58,2
3,Giving misleading price information to a clerk for an unpriced item. ,59,2
3,Giving misleading price information to a clerk for an unpriced item. ,60,2
3,Giving misleading price information to a clerk for an unpriced item. ,61,2
3,Giving misleading price information to a clerk for an unpriced item. ,62,2
3,Giving misleading price information to a clerk for an unpriced item. ,63,2
3,Giving misleading price information to a clerk for an unpriced item. ,64,2
3,Giving misleading price information to a clerk for an unpriced item. ,65,2
3,Giving misleading price information to a clerk for an unpriced item. ,66,2
3,Giving misleading price information to a clerk for an unpriced item. ,67,2
3,Giving misleading price information to a clerk for an unpriced item. ,68,2
3,Giving misleading price information to a clerk for an unpriced item. ,69,2
3,Giving misleading price information to a clerk for an unpriced item. ,70,2
3,Giving misleading price information to a clerk for an unpriced item. ,71,2
3,Giving misleading price information to a clerk for an unpriced item. ,72,2
3,Giving misleading price information to a clerk for an unpriced item. ,73,2
3,Giving misleading price information to a clerk for an unpriced item. ,74,2
3,Giving misleading price information to a clerk for an unpriced item. ,75,2
3,Giving misleading price information to a clerk for an unpriced item. ,76,2
3,Giving misleading price information to a clerk for an unpriced item. ,77,2
3,Giving misleading price information to a clerk for an unpriced item. ,78,2
3,Giving misleading price information to a clerk for an unpriced item. ,79,2
3,Giving misleading price information to a clerk for an unpriced item. ,80,2
3,Giving misleading price information to a clerk for an unpriced item. ,81,2
3,Giving misleading price information to a clerk for an unpriced item. ,82,2
3,Giving misleading price information to a clerk for an unpriced item. ,83,2
3,Giving misleading price information to a clerk for an unpriced item. ,84,2
3,Giving misleading price information to a clerk for an unpriced item. ,85,2
3,Giving misleading price information to a clerk for an unpriced item. ,86,2
3,Giving misleading price information to a clerk for an unpriced item. ,87,2
3,Giving misleading price information to a clerk for an unpriced item. ,88,2
3,Giving misleading price information to a clerk for an unpriced item. ,89,2
3,Giving misleading price information to a clerk for an unpriced item. ,90,2
3,Giving misleading price information to a clerk for an unpriced item. ,91,2
3,Giving misleading price information to a clerk for an unpriced item. ,92,2
3,Giving misleading price information to a clerk for an unpriced item. ,93,2
3,Giving misleading price information to a clerk for an unpriced item. ,94,2
3,Giving misleading price information to a clerk for an unpriced item. ,95,2
3,Giving misleading price information to a clerk for an unpriced item. ,96,2
3,Giving misleading price information to a clerk for an unpriced item. ,97,2
3,Giving misleading price information to a clerk for an unpriced item. ,98,2
3,Giving misleading price information to a clerk for an unpriced item. ,99,2
4,Using a long-distance access code that does not belong to you. ,0,1
4,Using a long-distance access code that does not belong to you. ,1,1
4,Using a long-distance access code that does not belong to you. ,2,1
4,Using a long-distance access code that does not belong to you. ,3,1
4,Using a long-distance access code that does not belong to you. ,4,1
4,Using a long-distance access code that does not belong to you. ,5,1
4,Using a long-distance access code that does not belong to you. ,6,1
4,Using a long-distance access code that does not belong to you. ,7,1
4,Using a long-distance access code that does not belong to you. ,8,1
4,Using a long-distance access code that does not belong to you. ,9,1
4,Using a long-distance access code that does not belong to you. ,10,1
4,Using a long-distance access code that does not belong to you. ,11,1
4,Using a long-distance access code that does not belong to you. ,12,1
4,Using a long-distance access code that does not belong to you. ,13,1
4,Using a long-distance access code that does not belong to you. ,14,1
4,Using a long-distance access code that does not belong to you. ,15,1
4,Using a long-distance access code that does not belong to you. ,16,1
4,Using a long-distance access code that does not belong to you. ,17,1
4,Using a long-distance access code that does not belong to you. ,18,1
4,Using a long-distance access code that does not belong to you. ,19,1
4,Using a long-distance access code that does not belong to you. ,20,1
4,Using a long-distance access code that does not belong to you. ,21,1
4,Using a long-distance access code that does not belong to you. ,22,1
4,Using a long-distance access code that does not belong to you. ,23,1
4,Using a long-distance access code that does not belong to you. ,24,1
4,Using a long-distance access code that does not belong to you. ,25,1
4,Using a long-distance access code that does not belong to you. ,26,1
4,Using a long-distance access code that does not belong to you. ,27,1
4,Using a long-distance access code that does not belong to you. ,28,1
4,Using a long-distance access code that does not belong to you. ,29,1
4,Using a long-distance access code that does not belong to you. ,30,1
4,Using a long-distance access code that does not belong to you. ,31,1
4,Using a long-distance access code that does not belong to you. ,32,1
4,Using a long-distance access code that does not belong to you. ,33,1
4,Using a long-distance access code that does not belong to you. ,34,1
4,Using a long-distance access code that does not belong to you. ,35,1
4,Using a long-distance access code that does not belong to you. ,36,1
4,Using a long-distance access code that does not belong to you. ,37,1
4,Using a long-distance access code that does not belong to you. ,38,1
4,Using a long-distance access code that does not belong to you. ,39,1
4,Using a long-distance access code that does not belong to you. ,40,1
4,Using a long-distance access code that does not belong to you. ,41,1
4,Using a long-distance access code that does not belong to you. ,42,1
4,Using a long-distance access code that does not belong to you. ,43,1
4,Using a long-distance access code that does not belong to you. ,44,1
4,Using a long-distance access code that does not belong to you. ,45,1
4,Using a long-distance access code that does not belong to you. ,46,1
4,Using a long-distance access code that does not belong to you. ,47,1
4,Using a long-distance access code that does not belong to you. ,48,1
4,Using a long-distance access code that does not belong to you. ,49,1
4,Using a long-distance access code that does not belong to you. ,50,1
4,Using a long-distance access code that does not belong to you. ,51,1
4,Using a long-distance access code that does not belong to you. ,52,1
4,Using a long-distance access code that does not belong to you. ,53,1
4,Using a long-distance access code that does not belong to you. ,54,1
4,Using a long-distance access code that does not belong to you. ,55,1
4,Using a long-distance access code that does not belong to you. ,56,1
4,Using a long-distance access code that does not belong to you. ,57,1
4,Using a long-distance access code that does not belong to you. ,58,1
4,Using a long-distance access code that does not belong to you. ,59,1
4,Using a long-distance access code that does not belong to you. ,60,1
4,Using a long-distance access code that does not belong to you. ,61,1
4,Using a long-distance access code that does not belong to you. ,62,1
4,Using a long-distance access code that does not belong to you. ,63,1
4,Using a long-distance access code that does not belong to you. ,64,1
4,Using a long-distance access code that does not belong to you. ,65,1
4,Using a long-distance access code that does not belong to you. ,66,1
4,Using a long-distance access code that does not belong to you. ,67,1
4,Using a long-distance access code that does not belong to you. ,68,1
4,Using a long-distance access code that does not belong to you. ,69,1
4,Using a long-distance access code that does not belong to you. ,70,1
4,Using a long-distance access code that does not belong to you. ,71,1
4,Using a long-distance access code that does not belong to you. ,72,1
4,Using a long-distance access code that does not belong to you. ,73,1
4,Using a long-distance access code that does not belong to you. ,74,2
4,Using a long-distance access code that does not belong to you. ,75,1
4,Using a long-distance access code that does not belong to you. ,76,1
4,Using a long-distance access code that does not belong to you. ,77,1
4,Using a long-distance access code that does not belong to you. ,78,1
4,Using a long-distance access code that does not belong to you. ,79,1
4,Using a long-distance access code that does not belong to you. ,80,1
4,Using a long-distance access code that does not belong to you. ,81,1
4,Using a long-distance access code that does not belong to you. ,82,1
4,Using a long-distance access code that does not belong to you. ,83,1
4,Using a long-distance access code that does not belong to you. ,84,1
4,Using a long-distance access code that does not belong to you. ,85,1
4,Using a long-distance access code that does not belong to you. ,86,1
4,Using a long-distance access code that does not belong to you. ,87,1
4,Using a long-distance access code that does not belong to you. ,88,1
4,Using a long-distance access code that does not belong to you. ,89,1
4,Using a long-distance access code that does not belong to you. ,90,1
4,Using a long-distance access code that does not belong to you. ,91,1
4,Using a long-distance access code that does not belong to you. ,92,1
4,Using a long-distance access code that does not belong to you. ,93,1
4,Using a long-distance access code that does not belong to you. ,94,1
4,Using a long-distance access code that does not belong to you. ,95,1
4,Using a long-distance access code that does not belong to you. ,96,1
4,Using a long-distance access code that does not belong to you. ,97,2
4,Using a long-distance access code that does not belong to you. ,98,1
4,Using a long-distance access code that does not belong to you. ,99,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",0,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",1,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",2,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",3,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",4,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",5,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",6,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",7,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",8,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",9,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",10,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",11,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",12,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",13,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",14,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",15,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",16,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",17,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",18,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",19,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",20,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",21,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",22,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",23,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",24,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",25,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",26,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",27,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",28,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",29,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",30,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",31,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",32,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",33,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",34,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",35,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",36,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",37,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",38,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",39,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",40,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",41,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",42,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",43,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",44,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",45,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",46,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",47,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",48,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",49,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",50,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",51,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",52,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",53,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",54,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",55,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",56,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",57,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",58,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",59,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",60,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",61,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",62,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",63,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",64,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",65,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",66,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",67,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",68,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",69,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",70,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",71,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",72,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",73,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",74,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",75,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",76,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",77,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",78,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",79,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",80,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",81,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",82,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",83,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",84,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",85,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",86,1
5,"Reporting a lost item as ""stolen"" to an insurance company in order to collect the money.",87,1
